,Review,Date,Opinion,Year
305,"Full Marks to Olivia Jupp who was most helpful, both in our initial telephone call and in following up our query. It was a relief to get a personal response to our call.Olivia hits the right balance between friendly and professional.",2022-05-06,POSITIVE,2022
306,"Hi ,when I call waiting a little bit but it's OK. Today Paygie helped me to solve my problems and she was so nice speaking. Many thanks. Dogan",2022-05-04,POSITIVE,2022
307,"Having spent the best part of the week researching options for a new corporate energy supplier, and speaking to both brokers and energy companies directly. I was fortunate to hear about Valda and their renewable energy policy and delighted with the discussion and efficient service from Olivia Jupp. She is a great credit to a good organisation",2022-04-29,POSITIVE,2022
308,"easy to transfer supply, smart meter installed quickly",2022-04-29,POSITIVE,2022
309,"Had a few issues changing contracts over to Valda. Phoned customer service, Operative was pleasant, clear with information and sorted out my issues for me, followed up with email to clarify what we had discussed.",2022-04-27,POSITIVE,2022
310,"Have contacted Valda several times via the online chat.  All staff have been very happy to help and have answered my questions quickly and simply.  Im sure given the price increases they are having a tough time at the moment, so to deal with people who are still sounding happy in their jobs regardless is a credit to them.  Oliver, Nathan, Paul and Adam have all been great as has a lady whose name sadly I didnt catch.  Keep up the good work",2022-04-27,POSITIVE,2022
311,"OMG ! Just switched to this company via  broker Love Energy - My average bill is usually £18 per month - today they took £744 out of my account without warning - I know energy prices have gone up but where has this amount come from ! ? ! I have no words but needless to say they will be getting a phone call in the morning and I'll be contacting the BBC Watchdog programme.Edited to say speaking to my old energy supplier Corona and they informed me I am still under contract with them so how can you have billed me this amount  ?!!? Have tried to ring you but not able to get through due to call queues,My account is 183506 - your emails I have now found in my junk folder. I have tried to register to go into my account to see what is happening but your system won't send me a passcode.",2022-04-27,NEGATIVE,2022
312,"Really fast and helpful service from Oliver Parrish, thank you! - Josh",2022-04-26,POSITIVE,2022
313,"your replay states that someone will be in touch - heard that for about 12 weeks now.You also state that we may find the live chat to be helpful - this is not the case at all.I look forward to said phone call though - this way I may be able to get a Human to delete this account, good luck taking a payment - thankfully we seem to be one of the lucky one's that have refused to give you our payment details therefore the £1000's that you take from everyone else isn't working. Offgem, Ombudsman and citizens advice are all having fun. Next step is bbc, stv, watchdog, newspapers, polioce, fraud departments etc etc etc etc etc etc etc etc",2022-04-26,NEGATIVE,2022
314,"More crap from Valda.I luckily got to leave them, after a bit of effort, and have switched to British Gas lite.Valda gave them the wrong closing read, despite my final bill with them clearly showing the actual read, leading to me having a 2500 bill with my new company, there literally is very very little this company do well.",2022-04-25,NEGATIVE,2022
315,As a low user the tariff offered by Valda suited me down to the ground.,2022-04-25,NEGATIVE,2022
316,"Everything works well, accounts are easy to understand. Job well done. Thank you.",2022-04-25,POSITIVE,2022
317,"Abbie was so helpful in sorting out my issue with a new energy contract, kept on top of things and fingers crossed all issues have been resolved by her.Very friendly, polite and professional.",2022-04-25,POSITIVE,2022
318,Issues around setting up accountAbbie went that extra step to ensure we could set up an account with yourselves Various e mails and phone calls later with Abbie's invaluable assistence matter was sorted,2022-04-22,NEGATIVE,2022
319,"From the very first minute I spoke to Abbie, I knew she would steer me through a very difficult time I was having with transferring my gas supply to a Valda. She kept me up todate with the process of transfer in a very professional manner. Thank you Abbie for your help. I’ll definitively recommend you. Tony",2022-04-22,POSITIVE,2022
320,As a new customer I enquired about a smart meter install and Olivia Jupp was extremely helpful & organised this for us.,2022-04-20,POSITIVE,2022
321,Olivia Jupp at Valda Energy helped to reduce eye watering rates and invoice to a manageable amount. Plus advised best way to proceed forward. Thank you.,2022-04-20,POSITIVE,2022
322,"Fantastic Service from Olivia today at Valda Energy.  The phone was answered immediately, I didn't have to wait on hold and she was very professional and helpful and cheerful and answered my queries straight away.Thanks for the great service!",2022-04-20,POSITIVE,2022
323,"Honestly it is quite ironic how in March they got 1 star ratings and in April they have got 4 or 5 stars. I wouldn't put it passed this company if they paid their employees an incentive to make their online rating look better. Absolutely shocking service. You’ll feel like a sucker if you join. Initially i genuinely thought great, so easy to sign up. But none stop hassle ever since. Bills for our small salon coming up to £300+, the customer service team will tell you what you want to hear until you refuse to pay a bill because you’re asking for answers. The advisors told me that my smart meter could have been installed wrong but it would cost us to send an engineer out- why? When as a company you can’t tell us why our bills have shot up. Honestly avoid this company, if you like an easy life just avoid this company i cant express to you how much they’ve lied. Everyone contradicts themselves, when you believe one person the other one can’t find notes on the system. Bionic will tell you everything you want to hear and are so polite when you sign up e.g that you’ll pay less, you can come to us if you’re unhappy (but you can’t). I was even told that no other company could supply us in our area to only find our later on there was a glitch on the compare website and they could but in order to get sign ups they lied! I genuinely dont believe the good reviews and you shouldn’t either. If you sign up you will regret it. Ombudsman have been informed. I will take this to Watchdog if i have to because i know this company needs a reality check.",2022-04-19,NEGATIVE,2022
324,"One of the worst energy companies to date!*** PLEASE AVOID***They insert a smart meter which doesn't reflect the correct energy used then they lie and cheat and try to stay in a contract and keep charging over the rate prices! My bills used to be £60.00 then moved to Valda in October my bills increased to £90.00 I thought its ok as prices have gone higher. However 13th December 2021 the smart meter was installed and the energy bills went up to £295+ other months it was £380 I am a small business so I have rate relief so you can imagine how small my shop is and I am appointment only, bridal boutique! The customer service is horrendous and no one wants to give the right information! They enjoy sending clients around and around! I have now left the premises however it took them two month to sort out and the landlord wanted to move suppliers however they wanted to keep the 'clock' to king to gain as much money as possible so they made him wait two months before they realised the line. Today 19th April 2022 they have finally agreed to realise the line and let him go to a new supplier, this should have take no more than 10days to complete. Robbing money grabbing thiefs! Horrbile company, hope it gets shut down!",2022-04-19,NEGATIVE,2022
325,"Helps me out to the best of her ability every single time, multiple times a day. Simply brilliant. This was about Daisy by the way! A credit to your company.",2022-04-14,POSITIVE,2022
326,I spoke to antoinette earlier about a problem on my portal and she sorted it straight away :) The girls always goes above and beyond to help out,2022-04-14,NEGATIVE,2022
327,"Very  courteous and professional, in dealing with our new contract.",2022-04-14,POSITIVE,2022
328,"I found Olivia to be very helpful,concise and efficient Thanks a happy customer here Chris Charlton",2022-04-14,POSITIVE,2022
329,Thanks Olly got things moving because you understood what was need and gave an efficient service.,2022-04-13,POSITIVE,2022
330,I called in to ask for some help with a contract we were writing Heidi answered the call and my question she was most helpful.,2022-04-13,NEGATIVE,2022
331,Fantastic service from Olivia who quickly resolved a frustrating issue with the supply address for me and was able to quickly find a suitable deal for the premises. She couldn't have made it any easier!,2022-04-13,POSITIVE,2022
332,Heidi was very helpful in assisting with any problems I had.,2022-04-12,POSITIVE,2022
333,Daisy - Is always a pleasure to talk to and always goes above and beyond to help and provide assistance with any query.,2022-04-12,POSITIVE,2022
334,I had the best experience talking to valda energy lovely staff grate experience especially talking to Emily .,2022-04-12,POSITIVE,2022
335,"The negative point is the amount of time it takes to get through but the call back scheme does kick in after a while. I was helped by Olly and he sorted out my problem and explained what had gone wrong with my account. It was corrected instantly, so nI was pleased with the result of the conversation.",2022-04-12,POSITIVE,2022
336,Excellent service; our Valda portal is user-friendly and efficient - the webchat team are always quick to respond and beyond helpful! Special thanks to Daisy.,2022-04-12,POSITIVE,2022
337,"Nothing but amazing. Instant responses, always friendly and resolve issues quickly.",2022-04-11,POSITIVE,2022
338,Really good customer service every time we need help.  We deal with Heidi there quite frequently and she's really helpful and lovely too,2022-04-11,POSITIVE,2022
339,Heidi has been really helpful when it comes to any queries and helping with resolutions for our customers. So far no issues and the quick response is just amazing!,2022-04-11,POSITIVE,2022
340,"Excellent customer service! Charley dealt with our enquires quickly, efficiently and professionally. I would highly recommend this company.",2022-04-11,POSITIVE,2022
341,I spoke with Daisy on webchat and although she hadn't managed to fix my log in issue via chat she has advised me on the best process on how to try to get it fixed. Thanks again for your help!,2022-04-11,POSITIVE,2022
342,"Excellent Service, Heidi is very polite and friendly",2022-04-08,POSITIVE,2022
343,brilliant staff and always there to help. keep it up valda :),2022-04-08,POSITIVE,2022
344,I have been more than impressed with the service given to me by Olivia Jupp of Valda Energy. She has been brilliant in contrast with other well known suppliers against whom I currently have a complaint lodged at the Energy Ombudsman.  Fully recommend,2022-04-08,POSITIVE,2022
345,"Daisy was incredibly helpful in resolving and issue that was quickly becoming a problem.  She was able to listen to our issue, provide timely advice and sort a solution in the shortest possible time.  Amazing service and she deserves a medal.",2022-04-07,POSITIVE,2022
346,"Always a pleasure to deal with Antoinette, 5 star service every time we speak, thanks again you diamond :)",2022-04-07,POSITIVE,2022
347,Just to say that Abbie Stayt is excellent 👍 to deal with!,2022-04-07,POSITIVE,2022
348,"Amazing interaction. The lady sort out my account problem in a matter of 2 minutes, and the problem I had with my account states from last year. Amazing customer service, I'm impressed.Well done and keep it up",2022-03-31,POSITIVE,2022
349,having been contacted by  varies people to get a smart meter installed i still want one but it seems imposable  to get one if ever?,2022-03-31,NEGATIVE,2022
350,"Olivia is so, so helpful. The best customer service I have received  in years! It is so refreshing.Thank you for helping me and answering all of my many questions.",2022-03-30,POSITIVE,2022
351,"It's been a frustrating few months trying to sort out my new account with Valda, but having spent a considerable amount of time on the phone with Claire today, I'm happy to say that the problems seem to be coming to an end. Previous supplier played a LARGE part in causing the problems, but have finally got necessary information to Valda.I'd like to thank Claire for putting helping to sort this all out, because without her, I would have given up completely.Everything is crossed for smooth running of the account now, and that once the smart meter is installed, I won't even have to think much about it till the bill comes in every month!Thank you Claire Tomlinson!",2022-03-24,POSITIVE,2022
352,i have been working with Heidi over the last week or so and she has done an amazing job and helped me rectify some issues very well. thank you Heidi for your support and professionalism. Aaron,2022-03-23,POSITIVE,2022
353,Not impressed. I’ve submitted meter readings via email and not had an accurate bill. No one seems to answer the phone or reply to emails.,2022-03-23,NEGATIVE,2022
354,"This company will bankrupt you.  I was contacted by a broker to supply energy to a new business I have taken over very very naively I believed this company to be legit, they suggested Valda Energy, the rates sounded reasonable so stupidly I thought they could supply the energy to the business.  This was no more than 10 days ago and in that time Valda energy has tried to take nearly £1000 from my account.  I have had no bill no explanation as to what this money is for.  Have tried to contact by phone or by their chat  no joy. I feel very vulnerable as these people seem like frauds.  Have contacted Ofgem, waiting to hear what they can do. This feels like a scam and I want to warn other people. Do not trust a company who makes it difficult to be contacted.",2022-03-22,NEGATIVE,2022
355,"Had nothing but trouble with these guys from before the  switch even went live. Just kept helping their selves to money out my account repeatedly. Customer service is terrible, eventually got them to admit i never owed them a fraction of what they were stealing out my bank every few weeks which left me with several hundred pounds credit. Up hill battle but months later the bills are slowly becoming more accurate but they are still making up standing charges (charged for more days than there is in a month). Can never get through to customer service, when you do they're n use, no complaints department so you really are at their mercy. One word ..... AVOID.",2022-03-21,NEGATIVE,2022
356,"Lovely service, sorted me out. Would highly recommend.",2022-03-18,POSITIVE,2022
357,Olivia Jupp provided excellent customer service when I spoke to her about a new contract and I was pleased to hear that she will be our account manager,2022-03-17,POSITIVE,2022
358,Olivia Jupp has provided fantastic service in getting a meter installation set up for us as a Charity. She personally intervened to get our appointment with IM Serv set up correctly as we feared there would be a further 8 week time delay. Olivia has demonstrated outstanding customer service,2022-03-17,POSITIVE,2022
359,"Having been pressure sold into switching to valda by a third party broker on a 3yr contract yes 3yrs !! I rang valda to cancel using the 14day cooling off period. They told me they don't do a 14day cooling off period so I have to take the contract. The 1st payment will be 3x what I pay my current supplierSurely this cannot be legal,I have contacted OFGEN and will be taking this furtherValda will not get a penny out of me",2022-03-14,NEGATIVE,2022
360,"So bad. Is a very corrupt company the still the money from the people I been paid for one month £280Shaitt company shait staff, liers I'm still waiting for an member to speak with him for looooong time. Very bad . Which choice this company is stupid. Don't choice this company because is shait 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕I'm still waiting for an answer shait company",2022-03-14,NEGATIVE,2022
361,There was some problems to start with but all is well now.,2022-03-14,POSITIVE,2022
362,Avoid !!!!!! Our bill started at 80 per month Then £167 Then £278Now £489I used £164 in just 11 days aparently 3 of them days we was closed for bussiness It's a joke this company take your risk and cancell let them take you to court as you may find they will owe you !!!,2022-03-14,NEGATIVE,2022
363,"Reading the reviews i was very sceptical when the broker suggested using this company for our business. A couple of payments had been taken out of account which we had no notification of. Trying to get through was a bit of nightmare but i didnt take in to account the electric issue at the minute.  Selected call back and dropped them an email and they got back to me a couple of hours later. Spoke to Nicola, she was absolutely lovely, changed payment plans i was on and swapped me on to a direct debit.",2022-03-10,NEGATIVE,2022
364,"Had a few issues at first, but they all got resolved they do have very good customer service.",2022-03-10,POSITIVE,2022
365,Olivia helped with a quote and with switching - very professional and efficient!,2022-03-09,POSITIVE,2022
366,"DO READ ALL THE OTHER ONE STAR REVIEWS. This company regularly charges huge sums on direct debit. When we complained that our monthly charge of under £60 rose to £1,400 monthly for our little cafe, without warning or reason, we were told, like other customers were told, that the smart meter is faulty or not recognised or belongs to another user. They say to use Live Chat but it is never answered, or to call Customer Services who never answer. We wrote to the chief executive and the company directors but got no response.  We have cancelled the Direct Debit and await threats to cut us off.TERRIBLE TERRIBLE TERRIBLE AVOID AVOID AVOIDThe reply from Valda says - as they always say - to contact then via LIVE CHAT but their Live chat is dead - IT DOES NOT WORKUPDATE MARCH 2022 - Despite The Ombudsman investigating, Valda Energy won't wait for their ruling and are now demanding more than an incredible NINE THOUSAND POUNDS even though we have paid the monthly amount they agreed 18 months ago.  After 50 years in business, we fought back from Lockdown determined to carry on and re-employed the young folk we had to lay off, but now there seems no point in continuing.",2022-03-09,NEGATIVE,2022
367,"The Best ever customer service received by a utility supplier, Olivia Jupp was very friendly and helpful.I thank you Olivia for being so nice, sweet and professional.",2022-03-08,POSITIVE,2022
368,"Avoid this company! I am a very small salon & currently working part time but somehow my invoice for one month is £250 when I’ve never even paid over £80 with my previous supplier, they don’t give me an explanation I have smart meters and they are still telling me this is correct, how can this cowboy company still be doing this to people it’s disgusting especially with Covid the last two years affecting so many of us, I can’t afford my bills & I won’t stop until I’m out this contract & will make sure I tell everyone I possibly know to avoid this company.",2022-03-05,NEGATIVE,2022
369,"We’re just small nails shop has only two people working but they take too much money in my account, even we are the new business don’t have customers, they take every weeks 150, 260 pounds, very bad, can someone please tell me how I need to do now I don’t have enough money to pay my bill",2022-03-04,NEGATIVE,2022
370,"This company have no shame!!!!they over charge to a point, they cant even explain it to themselves.Today they took over £600.00 from my account, when advising me that the dd was for 136.00, they wont let me leave till my contract ends, if anybody knows how to get out of this contact with VALDA plese let me know, i really cant afford the 600.00 month for electricity (my shop is very small)they charged the same £600.00 and  when my shop was closed for 3 weeks out of the 4 in feb!If anyone is thinking of joining this company, please DONT find someone else, honstly you would be better off with British GasI mean Valda they fit a smart meter and then i get a bill  an Estimated bill, how did that happen!Valda! A  Money hungry, cheating, lying, energy supplier that will take everything,.......word of warning DO NOT SET UP A DD WITH THEM, if they say they charge you £150.00 a month it will be more like £690.00 a month, so dont give them you dd details, or best off dont join!!!!",2022-03-04,NEGATIVE,2022
371,Olivia bent over backwards to help us get hooked up with a gas supply. Would definitely recommend.,2022-03-04,POSITIVE,2022
372,con!!! brokers get you to sign with them but dont tell you the full terms & conditions!!,2022-03-03,NEGATIVE,2022
373,"We moved to Valda energy in July and they have constantly over estimated our bills by £1000 since then. If I try to ring no one answers, I request a call back that never happens and my emails have been ignored. I would not recommend using this company at all.",2022-03-03,NEGATIVE,2022
374,Heidi has been a pleasure as always to deal with. She is always super helpful and very easy to deal with,2022-03-03,POSITIVE,2022
375,"Recently moved our energy from British Gas to Valda after a call from a broker.We have been billed the last 2 months at 10 times what we were paying previously.I have tried calling, emailing and chat service many times. On call there is never an answer, you are left on hold for ever. On email there is no reply. On chat on their website it never connects.Avoid this company at all costs, it is already looking like we will need to move to legal action against them to move to another company and recoup our costs we have been overcharged",2022-03-02,NEGATIVE,2022
376,"We have only been customers since the begining of February but are deeply disappointef with the service. We haven’t yet had a smart meter installed but have been sending in our own readings . We have been overcharged and queried our last bill which was subsequently reduced by £270 , however despite this the original amount( £ 480) was taken from our bank account . I have complained but haven’t even received an acknowledhgement !",2022-03-02,NEGATIVE,2022
377,Olivia was very helpful and informative. Thank you.,2022-02-25,POSITIVE,2022
378,Olivia was easy to talk to very understanding towards my business change over . Couldn’t be more helpful and clear she went above and  beyond she has to be the most knowledgeable energy sales person I’ve ever spoken to . No self gain genuinely wanted to help my business to save money on rising costs . No hard sell just straight talking but in a very nice way .,2022-02-24,POSITIVE,2022
379,Very helpfull and help me get a good deal.,2022-02-23,POSITIVE,2022
380,I have had the pleaser of Dealing with Abbie. She has been a fantastic member of the team  at valda energy. I have been having issues with the supplier who I inherited from moving into my unit. And Abbie has been there for ever email with in 30 mins she  answered my emails . Fantastic service. Thank you Abbie,2022-02-21,POSITIVE,2022
381,"Avoid this company.  My bill went from being in credit so being £400 in debt OVER NIGHT. Promised an enigineer out within 48 hr to check as something clearly isn’t right. A week later and I’ve heard nothing except my bill keep getting larger although they said my account would be kept on hold. I can’t get hold of anyone, or if I do they say they will get sorted but it never does!!!",2022-02-21,NEGATIVE,2022
382,Very helpful. Gave me all the options.,2022-02-21,POSITIVE,2022
383,"I'm in the process of switching suppliers from YGP who have been incredibly difficult to deal with, to Valda who have been fantastic. Easy to speak to someone and they actually get things done, unlike YGP. Highly recommended, and Olivia was brilliant.",2022-02-21,POSITIVE,2022
384,"If I could leave zero I would!We switched  from British Gas in Dec after being sold to this company with the promise our bills would be cheaper, we run a small business.Our bills have tripled!! We were spending about £19 per week with British Gas(we thought that was expensive),now averaging £60-70 with this company. They are saying that in 7 days we spent over £300! We were completely lied to by the broker, a cheaper rate encouraged us to move in the first place.We’ve called 4 times and still keep getting told it’s right! The last call we were told someone would call us, they haven’t. We are not paying this bill.1A , Tr11 3pb.",2022-02-19,NEGATIVE,2022
385,Abbie was extremely helpful and did what she promised.,2022-02-19,POSITIVE,2022
386,"Olivia offered a great quote and the whole process was very efficient, she has done good job for us and deserve a star. We are very happy!",2022-02-18,POSITIVE,2022
387,"A disgraceful, greedy, lying broker missold me to sign with this horrible company. Please do not use this energy company. I have been in tears trying to get out of this contract. I've been charged nearly £500 since the 21st Dec 2021. My usual electric bill for winter is £85 - £100 per month. My shop is open 4 days a week! I don't know how they can justify the constant messages, emails and phone calls they hound you with to 'top up' your account. I'm now left with the decision of whether to close my shop as I just can't carry on paying these ridiculous amounts and trying to make a living to pay my rent.",2022-02-17,NEGATIVE,2022
388,Avoid this company. I am being charged between £50 and £60 per day for electricity. No one answers the phone or responds to emails. False promises to call back when they don't. This company are claiming I have more than one meter running when I don't. They are making their own readings up as they go along. Smart meter reading differs to theirs then they just randomly take £100s of pounds out the business account without notice. Terrible company. Very disappointed Compare the Market introduced them to me. Do your research and DO NOT USE. Valda energy don’t even bother replying to say contact our customer services team because when you try no one answers!,2022-02-16,NEGATIVE,2022
389,"Avoid this company!!!! They cannot be contact as the phone is never answered, online live chat is not available, send an email and it takes several days for a response. In the meantime they are taking large sums of money out of our business account, £2200 requested to be taken in a week is criminal!!! As a small family run business we cannot afford to have this amount of money withdrawn from our account weekly and was not advised that they would be requesting these sums of money when we signed up. Sent an email with meter readings and photographs and they advised account was in credit but still taking money! Advised only payment method is via direct debit or card details, I have cancelled all payments and advised I will pay via BACS or cheque when billed with a meter reading – to date I am still awaiting a response via email! No cooling off period to cancel contract, once signed there is no out. They just seem to tell you one thing and do another as far as contract, monthly payments and tariffs are concerned. Very concerning activity for an energy company!",2022-02-15,NEGATIVE,2022
390,"Thank you Olivia Jupp for your efficient and professional response to my enquiries. After being bombarded by other companies it was reassuring to speak with Olivia who was extremely helpful, took the time assist with queries and explain everything.",2022-02-15,POSITIVE,2022
391,Very good new customer just starting setup,2022-02-14,POSITIVE,2022
392,"Your Customer Services representative OLIVIA was amazingly helpful, polite and her mannerisms impeccable",2022-02-14,POSITIVE,2022
393,The web chat actually works! Thanks to Courtney I had all my questions answered accurately and quickly.,2022-02-11,POSITIVE,2022
394,Olivia Jupp was very helpful,2022-02-11,POSITIVE,2022
395,"Absolutely disgusted with this energy company - take money from your account when they want too, send you emails so they are going to disconnect you. Customer service is non existent - over an hour holding for someone to answer, send an email of complaint takes them over 2 WEEKS to even acknowledge it.Avoid at all costs especially if you are a small business",2022-02-11,NEGATIVE,2022
396,"Do not use this company for your Business energy!  We have just been debited £1,700 for one month without any warning for a small high street shop",2022-02-10,NEGATIVE,2022
397,"AVOID AVOID AVOIDas others have said Do not use this company. I've just had a very lucky escape. I signed up though compare the markets agent, paid my initial £25 and then got an email stating my next payment would be 700% more than expected. Rang their helpline, and I did get through, they said they were working off the smart meter  readings but that did not ring true as the agent had the readings right. Wanted me to take readings to send to them (what is the smart meter for?) I strongly suspect they have the wrong meter or they have other reasons to over charge (there is a pattern) as so many have stated. Fortunately there was a problem with the sign up and I've been able to get out of the contract. It looks as though others have not bee so lucky.",2022-02-09,NEGATIVE,2022
398,"Customer service excellent on Valda.  Have spoken to them a couple of times, always helpful and quick response.  Quickly answered questions.  Not been with them very long hopefully they will continue with good service",2022-02-08,POSITIVE,2022
399,"Helped me very quickly with my issue, polite and courteous throughout",2022-02-07,POSITIVE,2022
400,"Very helpful and easy to deal with.  Always respond quickly to my correspondence, which is most unusual in the current climate!  And with a very helpful and polite attitude.",2022-02-07,POSITIVE,2022
401,"The customer service agent I spoke with named Heidi was very helpful and polite, and was able to help resolve the matter I had quickly.",2022-02-02,POSITIVE,2022
402,"I spoke with Heidi on webchat today, she was quick to respond, knowledgeable, and resolved my query in under 5 minutes - would recommend.",2022-02-02,POSITIVE,2022
403,"Unfortunately due to a miscommunication error on my part, I failed to lock in a deal. On contacting Valda via a web chat I was connected with Olivia Jupp. I cannot fault the service she provided, in outlining my options and providing a new competitive deal which was emailed to me. Once accepted, Olivia telephoned me to go through the deal. It was all dealt with very efficiently.",2022-02-02,NEGATIVE,2022
404,Olivia Jupp was really great at resolving a problem I had.,2022-02-02,POSITIVE,2022
405,I spoke to a very polite member of staff who wasn't rushing and helped me efficiently with my problem,2022-02-01,POSITIVE,2022
406,AVOID AVOID AVOIDMY BILLHAS WENT FROM £180 PER MONTH TO OVER £3000 WHEN YOU QUERIE THE DONT HELP AVOID AVOID,2022-02-01,NEGATIVE,2022
407,AVOID! You get no cooling off period so once you’ve signed up that’s it no way out of it until your contract is up or you change location.Once you are all connected up they will then take a large payment from your account. Mine being £880.04. Thankfully it got declined so they didn’t manage to get it. When I hadn’t used £880 worth of electricity In 3 days.I was warned about this from someone after I had signed up with them. Now I’m trapped to being with an electric company that I don’t want to be with.I just hope people look at reviews in time before they sign up to them.,2022-01-31,NEGATIVE,2022
408,Initial payment link not working - issue sorted within seconds using chat function.,2022-01-31,NEGATIVE,2022
409,Very polite and dealt with my enquiry quickly and efficiently,2022-01-31,POSITIVE,2022
410,"Daisy had been very helpful!I was on the webchat with her, and everything I needed was dealt with in a timely and friendly manner. Thanks Again!",2022-01-28,POSITIVE,2022
411,Heidi was extremely helpful and lovely to speak to as always,2022-01-28,POSITIVE,2022
412,"I work at a Consultancy, Guild Energy and i wanted to say i am very impressed with the Customer service offered by Valda, i have dealt with them a few times over the past couple of weeks and they are always very friendly and answer the phones extremely quickly which is not typical for an energy supplier!I wanted to specifically commend Heidi Smith for her friendly manner and sorting out what i needed extremely quickly. Well Done!",2022-01-28,POSITIVE,2022
413,"Price matched a renewal contract with efficiency.The customer service team are helpful and respond quickly, both on the phone and via email. Valda have price matched a renewal contract, the original rates were already low compared to others.The app and invoice system is also very easy to use and track.",2022-01-28,POSITIVE,2022
414,When changing supplier Abbie was extremely helpful. She was very communicative and sorted the issue out for me. Thank you Abbie.,2022-01-28,POSITIVE,2022
415,"I recently changed to Valda Energy from British Gas Business.It's a landlords supply for a communal entrance to 3 flats - the supply powers one high efficiency storage heater set to 16 degrees Celsius, and 4 light bulbs - all low energy LED.On changing, my supply charges went up 8p/unit on the day rate, and 6p/unit on the night rate.  I knew this and accepted the increased rates, particularly as the standing charge reduced from 32p/day to 20p/day.  I thought this acceptable for a supply with such low usage. I expected the bills to go up slightly - perhaps a few £s per month, but they've actually quadrupled!Since changing to Valda, my bills have actually gone up from around £30/month, to £110/month.  When I spoke to them to highlight the obvious error in their billing, they stated my bills were correct and that all I could do was employ an electrician to check the meter to see if it's faulty!  It wasn't faulty when BG were supplying it 2 months ago!I simply cannot accept that these figures can be right, but Valda are not interested in investigating whether or not there could be an error somewhere.I wish I'd never switched and would advise others to stay well clear.",2022-01-28,NEGATIVE,2022
416,If I could give 0 stars… I absolutely wouldn’t!There is a great team of people who really care about their customers and that shines through in their excellent service. Dealing with Valda has definitely lifted my spirits!Thank you - V,2022-01-27,POSITIVE,2022
417,Spoke to Heidi Smith today i must say she was very helpful in a very professional way and handled my query excellently.,2022-01-27,POSITIVE,2022
418,Brilliant product and excellent price would Highly recommend Very good customer service too. hedi and daisy have been great too very good customer service.,2022-01-27,POSITIVE,2022
419,Heidi resolved our query within seconds. Fantastic customer service!,2022-01-27,POSITIVE,2022
420,I’ve joined valda energy after a £680 bill for a beauty salon and honestly the best  small business energy supplier and I only post reviews if someone has gone above and beyond for me so happy them brought my bill down to £200 thanks u very much balsa energy,2022-01-26,POSITIVE,2022
421,heidi helped me out with my issues effectively and quickly :),2022-01-26,POSITIVE,2022
422,"Heidi was brilliant, quick to resolve my issue. Fantastic service :)",2022-01-26,POSITIVE,2022
423,"Recently spoke with Heidi, very helpful and polite, as always. Great at answering enquiries and dealing with the energy contracts, very quick and efficient. This is normal for Valda, very highly recommended.",2022-01-26,POSITIVE,2022
424,"We had a meter exchange and  billing issue which was handled sympathetically and efficiently over the telephone and by e-mail. There was a clear understanding of the systems involved and where the issues lay. We were very pleased with the reaction and help given by the call handler, who had in fact responded to a call back request. Good effective service",2022-01-26,POSITIVE,2022
425,"Antoinette Acar gave excellent customer service much better than the customer service I received from my old energy supplier, I am happy I swapped to Valda.  5 Star service.",2022-01-26,POSITIVE,2022
426,Thank you thank you thank you .... after the debacle with previous supplier was amazed to have almost immediate webchat with Heidi. Issue easily resolve by giving my up to date readings.. Waited 6wks before posting this ...all good now. Would recommend.,2022-01-26,POSITIVE,2022
427,Contacted about how payments are taken after joining as not what comparison agent had suggested. They advised can do many ways and that is just the default unless changed ... changed there and then so will see later if all goes well once switch actually takes place.,2022-01-26,NEGATIVE,2022
428,"Promised 7 weeks ago to return nearly £900 over estimated on disconnected meters.Instead came up with an estimated monthly usage of nearly £500 for the disconnected supply. Then a further near £150...then 4 days later after I complained a further bill.It seems they don't want to return our money...would agree Heidi is lovely but I would like our money back please .Presumably putting my name into your generic or ops director email search's will give you my contact details...I did try for your CFO's direct email to raise my concerns but that was denied....so how about you contact me and don't do the ring our customer relations team spiel response..Was contacted by Valda ..Dean...within 2 hours and confirmed a return of £1000 plus within 5 days..will alter when happensEffective 02/02 money returned ,Thank you Valda and thank you trust pilot.",2022-01-25,NEGATIVE,2022
429,"The Staff,her name was Heidi, was really nice.She was really helpful and sweet.I hope she has a nice day.Thanks",2022-01-25,POSITIVE,2022
430,Spoke with Heidi and she was fantastic and resolved my issue effectively within a matter of minutes. Highly recommend this company great supplier!!,2022-01-25,POSITIVE,2022
431,"Far too expensive , and the fact that they say you never cannot cancel your contract is a joke .",2022-01-25,NEGATIVE,2022
432,Heidi was very helpful with my query and quickly got me the solution i needed. Thank you so much !,2022-01-25,POSITIVE,2022
433,"Brilliant supplier, I am now in full control of my electric and gas bills via the very well made app on my phone, friendly staff and great prices",2022-01-25,POSITIVE,2022
434,Heidi - Very helpful - probably the best sales administrator in the world! Give her a promotion!,2022-01-24,POSITIVE,2022
435,"used Valda many time always at hand to answer questions and give helpful tips, Heidi is very friendly and a credit to the company",2022-01-24,POSITIVE,2022
